ID,Lat,Lon,Name
004019,-19.7419,120.8433,MANDORA              
004022,-20.6334,120.0863,MUCCAN              
004023,-20.4619,119.5189,MULYIE              
004024,-20.5192,118.0603,MUNDABULLANGANA              
004026,-22.2914,120.1761,NOREENA DOWNS             
004028,-20.1078,119.5811,PARDOO STATION             
004029,-19.9604,120.2744,COORAGOORA              
004032,-20.3725,118.6317,PORT HEDLAND AIRPORT            
004033,-21.0561,117.4436,PYRAMID STATION             
004035,-20.7767,117.1456,ROEBOURNE              
004036,-20.4681,119.0556,STRELLEY              
004038,-20.7483,118.8172,WALLAREENYA              
004039,-20.9484,117.3732,WARAMBIE              
004041,-20.8508,120.6961,WARRAWAGINE              
004042,-20.8414,117.8353,WHIM CREEK             
004046,-20.6739,120.2044,YARRIE              
004054,-20.6783,117.1892,COSSACK              
004059,-20.8822,118.0308,MALLINA              
004068,-19.7789,120.6417,WALLAL DOWNS             
004083,-20.7097,116.7742,KARRATHA AERO             
004086,-20.8956,117.6447,SHERLOCK              
004090,-20.7594,117.1583,ROEBOURNE AERO             
004095,-20.3583,116.8431,LEGENDRE ISLAND             
004100,-19.5894,119.1000,BEDOUT ISLAND             
004102,-21.2669,120.4544,MEENTHEENA              
004103,-21.6525,121.5592,NIFTY COPPER MINE            
004106,-21.1756,119.7497,MARBLE BAR             
005001,-21.8047,117.8056,COOLAWANYAH              
005003,-22.8972,120.1733,ETHEL CREEK             
005004,-22.3761,114.1105,EXMOUTH GULF             
005005,-22.2794,117.6775,HAMERSLEY              
005006,-22.9119,116.2903,KOOLINE              
005007,-22.2406,114.0967,LEARMONTH AIRPORT             
005008,-21.1906,115.9797,MARDIE              
005009,-22.6331,119.4081,MARILLANA              
005012,-21.5906,117.0656,MILLSTREAM              
005013,-21.9969,115.0463,MINDEROO              
005014,-21.7869,117.8647,MOUNT FLORANCE             
005017,-21.6689,115.1092,ONSLOW AIRPORT             
005020,-22.6975,113.6744,NINGALOO              
005022,-21.9750,116.0653,RED HILL             
005028,-22.6906,116.2328,WYLOO              
005029,-21.6767,116.3928,YALLEEN              
005030,-22.5064,114.7944,YANREY              
005032,-21.5703,115.8786,YARRALOOLA HOMESTEAD             
005033,-22.3419,114.9319,KOORDARRIE              
005034,-22.4558,116.0508,MOUNT STUART             
005036,-22.9367,115.9825,GLEN FLORRIE STATION            
005040,-21.1594,116.1197,BALMORAL              
005045,-22.6850,114.3673,GIRALIA              
005051,-21.9303,114.1260,EXMOUTH TOWN             
005052,-20.8831,116.6725,KARRATHA STATION             
005059,-22.6087,117.6313,MOUNT LIONEL AIRSTRIP            
005061,-20.7278,116.7483,DAMPIER SALT             
005066,-22.7814,115.3722,UAROO              
005068,-22.6811,114.0394,BULLARA              
005069,-21.6392,116.3308,PANNAWONICA              
005070,-21.3567,115.8208,ROBE              
005071,-21.3444,115.9356,PINDRAL OUTCAMP             
005073,-21.8836,118.2217,HOOLEY              
005078,-21.7666,114.8211,URALA              
005080,-22.1033,113.9997,CAPE RANGE             
005081,-20.6544,116.6822,DAMPIER RADAR             
005082,-21.0544,116.2575,ERAMURRA POOL             
005084,-21.4609,115.0188,THEVENARD ISLAND             
005085,-22.8853,117.4464,ROCKLEA              
005088,-21.2475,116.0733,MULYERING              
005090,-21.9711,115.4324,MOUNT MINNIE             
005093,-22.3767,118.6886,AUSKI MUNJINA ROADHOUSE            
005094,-20.8740,115.4066,BARROW ISLAND AIRPORT            
005095,-22.9367,116.9731,CHEELA PLAINS             
005096,-21.8167,114.1910,POINT MURAT NAVY PIER           
005097,-22.2183,114.1031,LEARMONTH SOLAR OBSERVATORY            
006000,-25.0417,115.3092,BIDGEMIA              
006001,-27.4231,115.8347,BILLABALONG              
006003,-24.6525,113.6936,BOOLATHANA              
006005,-24.8208,113.7853,BRICKHOUSE              
006008,-25.0481,114.0294,CALLAGIDDY STATION             
006009,-23.1044,113.8038,CARDABIA              
006010,-25.6114,115.4625,CAREY DOWNS             
006011,-24.8878,113.6700,CARNARVON AIRPORT             
006015,-24.4453,114.0779,COORALYA              
006017,-25.2786,115.8633,DAIRY CREEK             
006019,-24.8060,114.4310,DOORAWARRAH              
006020,-25.3600,114.2292,EDAGGEE              
006021,-24.4508,115.6072,EUDAMULLAH              
006022,-25.0544,115.2100,GASCOYNE JUNCTION             
006023,-23.8222,113.5256,GNARALOO              
006025,-26.3994,114.1658,HAMELIN POOL             
006026,-26.4278,114.1916,HAMELIN STATION             
006027,-25.0442,115.1331,JIMBA JIMBA             
006029,-23.6361,115.2461,LYNDON              
006030,-24.6314,115.3383,LYONS RIVER             
006032,-24.4733,114.5553,MARDATHUNA              
006033,-23.4796,115.5478,MAROONAH              
006034,-25.3656,114.3594,MARRON              
006036,-25.6631,114.6261,MEEDO              
006038,-23.3817,114.4375,MIA MIA             
006039,-23.8497,113.9714,MINILYA              
006040,-24.0306,115.6967,MINNIE CREEK             
006044,-25.9265,113.5325,DENHAM              
006045,-26.6969,113.7158,TAMALA              
006050,-23.7647,114.5539,WANDAGEE              
006052,-23.8608,115.1475,WILLIAMBURY              
006053,-25.3021,115.1164,WINDERIE              
006054,-26.0511,114.7542,WOODLEIGH              
006055,-27.7456,115.8286,WOOLGORONG              
006056,-25.7400,114.2847,WOORAMEL              
006057,-25.1883,114.6800,YALBALGO              
006058,-27.4278,115.5147,YALLALONG              
006059,-25.9436,114.3222,YARINGA STATION             
006060,-26.2011,114.2869,CARBLA STATION             
006066,-23.1567,114.5403,WINNING              
006068,-25.4906,114.3981,WAHROONGA              
006069,-26.5903,115.9267,MOUNT NARRYER             
006070,-24.3058,114.5003,HILL SPRINGS             
006072,-23.0314,115.0414,EMU CREEK STATION            
006084,-23.4836,113.7926,WARROORA              
006092,-26.8156,114.6133,BILLABONG ASA             
006095,-24.3967,113.4056,QUOBBA              
006097,-26.1203,113.3975,USELESS LOOP             
006098,-25.0280,115.8620,WEEDARRAH              
006099,-26.8956,115.9567,MURCHISON              
006102,-26.1764,113.2149,STEEP POINT             
006103,-23.9064,114.7681,MIDDALYA              
006104,-24.0297,115.6894,MINNIE CREEK AIRSTRIP            
006105,-25.8925,113.5772,SHARK BAY AIRPORT            
006106,-25.0370,115.9940,MOOLOO DOWNS             
006108,-24.2201,113.3975,CAPE CUVIER WHARF            
006109,-23.8761,113.4972,GNARALOO - 3 MILE CAMP          
006110,-24.0305,113.4509,RED BLUFF             
006111,-25.3097,115.1450,WINDERIE AIRSTRIP             
006112,-24.6200,115.3347,LYONS RIVER AIRSTRIP            
007001,-26.9683,117.9031,BEEBYN              
007003,-26.0417,116.9528,BERINGARRA              
007006,-28.0411,117.6703,BOOGARDIE              
007007,-26.9839,116.5353,BOOLARDY              
007008,-25.5059,118.7983,BRYAH              
007014,-27.2528,117.6522,COODARDY              
007017,-27.4250,117.8936,CUE              
007019,-24.0019,119.5725,BULLOO DOWNS             
007023,-25.6864,119.2258,DOOLGUNNA              
007024,-28.2731,117.1544,EDAH              
007027,-28.2494,116.3400,GABYON              
007028,-24.0469,116.2181,WANNA              
007030,-26.1142,117.5047,JUDAL STATION             
007031,-26.9033,118.8361,HILLVIEW              
007033,-24.3444,119.5808,ILLGARARIE              
007034,-27.7444,116.7439,JINGEMARRA              
007037,-28.5564,117.7803,KIRKALOCKA              
007038,-26.2750,117.7842,KOONMARRA              
007041,-25.1303,116.9047,LANDOR              
007045,-26.6136,118.5372,MEEKATHARRA AIRPORT             
007047,-28.4467,118.2678,MEELINE STATION             
007048,-27.4222,116.8250,MEKA STATION             
007049,-26.3736,117.3339,MILEURA              
007050,-25.0942,118.2983,MILGUN              
007052,-25.9214,117.6000,MOORARIE              
007053,-24.3086,116.9111,MOUNT AUGUSTUS             
007054,-27.8794,117.5506,MOUNT FARMER             
007055,-25.8058,117.3905,MOUNT GOULD             
007058,-24.4000,116.3078,MOUNT PHILLIP             
007059,-24.2297,118.2408,MOUNT VERNON             
007060,-27.4189,116.6897,MOUNT WITTENOOM             
007063,-28.5253,117.0344,MURALGARRA              
007064,-27.3636,116.4261,MURGOO              
007065,-28.6519,117.6083,NALBARRA              
007067,-28.9464,118.1867,NARNDEE              
007068,-29.4250,117.2906,NINGHAN STATION             
007071,-28.0531,116.6514,PINDATHUNA              
007072,-29.1886,117.9222,PULLAGAROO              
007078,-26.5593,118.5423,SHERWOOD              
007079,-23.5867,120.0517,SYLVANIA              
007080,-25.1256,119.1514,THREE RIVERS             
007081,-28.8928,117.1333,THUNDELARRA              
007082,-27.1192,118.0842,TUCKANARRA              
007083,-23.6239,118.6561,TUREE CREEK             
007089,-27.0878,116.1606,WOOLEEN              
007090,-28.8439,117.8311,WYDGEE              
007091,-28.3386,116.6825,YALGOO              
007093,-25.5786,117.9933,YARLERWEELOR              
007094,-24.6510,116.1650,YINNETHARRA              
007095,-28.2322,117.6556,YOWERAGABBIE              
007096,-27.9808,116.0347,YUIN              
007097,-27.8608,118.4183,WONDINONG              
007099,-27.1308,118.7803,YARRABUBBA              
007100,-25.6933,118.0803,MOUNT PADBURY             
007101,-26.2822,118.6933,MUNARRA              
007103,-25.4800,119.6492,NEDS CREEK             
007104,-23.9958,117.5225,PINGANDY              
007105,-24.8083,118.1105,WOODLANDS              
007119,-23.3856,117.0322,ASHBURTON DOWNS             
007124,-25.2806,116.2083,DALGETY DOWNS             
007129,-27.8036,116.8856,MELANGATA              
007130,-26.0747,116.6942,MILLY MILLY             
007132,-25.0964,117.5922,MOUNT CLERE             
007134,-26.7950,118.9842,MURCHISON DOWNS             
007135,-28.2747,117.3919,MURRUM STATION             
007139,-29.2708,117.6836,PAYNES FIND             
007146,-28.3831,117.6817,WOGARNO              
007149,-26.5942,118.4883,MEEKATHARRA              
007152,-24.7500,119.6056,KUMARINA              
007153,-23.5531,119.1478,PRAIRIE DOWNS             
007154,-27.9369,118.1889,WYNYANGOO              
007156,-27.9578,116.3383,TARDIE STATION             
007159,-27.5486,118.2175,YARRAQUIN              
007160,-26.2628,119.7639,PAROO              
007161,-25.4628,117.1364,ERRABIDDY              
007162,-25.5986,117.7325,MOUNT SEABROOK             
007164,-23.7633,116.1206,EDMUND              
007165,-24.9483,118.7147,MINGAH SPRINGS             
007176,-23.4167,119.7992,NEWMAN AERO             
007177,-23.6042,117.6892,MININER              
007179,-24.4114,118.9408,TANGADEE              
007180,-25.0386,120.0064,MARYMIA              
007181,-22.9789,120.0100,WEELARRANA              
007185,-23.1726,117.7493,PARABURDOO AERO             
007190,-29.3892,117.8297,MARANALGO              
007192,-27.3158,117.9719,NALLAN              
007193,-27.0497,117.6500,GLEN STATION             
007194,-27.0722,119.2522,YOUNO DOWNS             
007195,-26.0794,116.1539,BYRO              
007197,-28.2814,118.3106,CHALLA              
007207,-25.1283,116.9369,LANDOR AIRSTRIP             
007208,-24.3075,116.9094,MOUNT AUGUSTUS AIRSTRIP            
007209,-24.1994,116.4814,COBRA AIRSTRIP             
007210,-24.6347,116.9472,BURRINGURRAH AIRSTRIP             
007211,-25.2694,116.2211,DALGETY DOWNS AIRSTRIP            
007300,-24.1847,119.7175,TEN SIXTY SIX            
007500,-25.6939,116.5381,INNOUENDY              
007600,-28.1156,117.8425,MOUNT MAGNET AERO            
008000,-27.9607,114.6336,AJANA              
008002,-30.5967,116.7714,BALLIDU              
008004,-28.0058,114.2206,BALLINE              
008005,-30.7294,116.0200,BARBERTON              
008007,-28.8956,115.8106,PINDAWA              
008008,-30.5831,116.1350,BERKSHIRE VALLEY             
008009,-30.6286,116.3861,BINDI BINDI EAST            
008010,-28.0422,114.6737,BINNU              
008013,-29.3303,116.1433,BOWGADA              
008014,-30.2192,116.7783,DALWALLINU NORTH             
008016,-30.4450,117.0406,GLENFERRIE              
008017,-29.9869,116.5711,BUNTINE              
008021,-30.0425,116.6981,SUNNYDALE              
008022,-30.2911,116.3306,BALGERBINE              
008025,-29.6886,115.8872,CARNAMAH              
008028,-28.5008,114.7897,NABAWA              
008037,-29.8814,116.0229,COOROW              
008044,-29.2528,114.9306,DONGARA              
008046,-30.9133,116.8092,DUNOLLY              
008047,-29.4711,115.8525,FAIRFIELD              
008050,-28.7769,114.6050,GERALDTON TOWN             
008052,-28.1700,114.7614,GLENEVA              
008054,-30.7989,116.8936,GLENVAR              
008057,-29.5486,115.0689,GREEN GROVE             
008060,-29.0364,115.5536,SOUTH HOLMWOOD             
008061,-30.2842,116.6328,HYDE PARK             
008064,-30.6719,116.3079,INDARRIE              
008065,-28.4292,114.6542,ISSEKA              
008066,-30.7008,117.0608,KOKARDINE              
008067,-29.9414,116.2003,KOOBABBIE              
008072,-29.7582,116.4446,LATHAM              
008075,-28.2103,114.3050,LYNTON              
008077,-29.6006,115.9392,HIGHFIELDS              
008078,-29.2419,115.7794,MALLEE VALE             
008079,-29.0711,115.6261,MANARRA              
008081,-28.8883,116.1947,MELLENBYE              
008084,-30.2608,116.2100,MANAVI              
008085,-30.4921,116.3625,MILING              
008086,-29.1514,115.2428,STRAWBERRY NORTH             
008087,-30.4228,116.4583,MINDALLA              
008088,-29.1906,115.4414,MINGENEW              
008095,-28.5367,115.5142,MULLEWA              
008096,-28.1525,114.5689,MUMBY              
008100,-28.3456,114.6367,NORTHAMPTON              
008104,-28.1544,114.6692,OGILVIE              
008106,-29.3687,116.4062,PERANGERY              
008107,-29.4417,116.2875,PERENJORI              
008109,-28.4767,115.7897,PINDAR              
008113,-27.8325,114.7364,RIVERSIDE              
008116,-28.7894,114.9417,SANDSPRINGS              
008121,-29.5339,115.7628,THREE SPRINGS             
008126,-29.8501,116.2287,MINARU              
008128,-28.5536,115.2456,TENINDEWA BINDU             
008130,-30.2992,116.0589,WATHEROO              
008137,-30.8917,116.7186,WONGAN HILLS             
008138,-30.8408,116.7267,WONGAN HILLS RES.STATION            
008139,-30.1069,116.6328,WUBIN              
008141,-28.3811,114.4531,WILLIGULLI NORTH             
008143,-29.2872,115.6331,YANDANOOKA              
008144,-29.0759,115.4089,YARRAGADEE              
008146,-30.0706,116.2092,YTINICHE              
008147,-28.3250,114.9589,YUNA              
008150,-30.8722,116.7983,NEWINGTON              
008151,-30.6646,116.1383,WALEBING              
008157,-28.8975,115.8627,CANNA              
008159,-30.9904,116.3554,MAYSBORO              
008160,-30.5097,116.3728,MERIDALE              
008168,-28.5447,114.6241,HOWATHARRA              
008178,-29.1858,115.7406,YONGARLOO              
008179,-30.6583,116.9344,EAST KONDUT             
008200,-28.6936,115.0408,ERADU              
008202,-30.6221,116.3795,BINDI BINDI NORTH            
008230,-30.3817,116.7217,ELENA              
008231,-29.4667,116.1325,OAKLANDS              
008233,-29.4847,116.0703,FIVE GUMS             
008234,-28.5685,115.2799,BYRON              
008237,-28.6857,115.2806,TENINDEWA              
008238,-30.0989,116.2339,HAKEA              
008240,-28.9100,115.5117,COOLANGATTA              
008251,-27.7119,114.1650,KALBARRI              
008254,-30.7092,116.7744,KONDUT              
008261,-29.0636,115.1753,MINDARRA              
008263,-30.6308,116.0300,MOORA LIGHTNING             
008264,-29.5147,116.8011,WANARRA              
008271,-28.8114,115.9675,NINDETHANA FARM             
008273,-29.3586,115.4503,ARENA              
008274,-28.4194,114.8186,NARALING              
008275,-30.3678,116.2653,ANRO              
008276,-29.2236,115.1075,IRWIN HOUSE             
008278,-30.0722,115.3136,WARRADARGE              
008280,-27.5656,114.6731,EURARDY              
008281,-30.3322,116.6828,COURTLEA              
008283,-30.1449,116.3834,KARAWA              
008285,-28.3181,114.7614,MATARANKA              
008286,-28.2750,114.6761,WUNDI              
008287,-28.6564,114.8558,WARRINE              
008288,-28.2575,114.6033,GHURKA              
008289,-29.6708,115.3636,TWIN HILLS             
008290,-28.3008,113.5936,NORTH ISLAND             
008292,-28.5164,115.3700,TAWARRI WEST             
008294,-28.2094,115.2850,WANDANA              
008295,-29.2094,115.2628,STRAWBERRY              
008296,-29.2039,116.0247,MORAWA AIRPORT             
008297,-30.2761,116.6714,DALWALLINU              
008298,-28.7597,114.9370,TIBRADDEN              
008299,-29.1103,115.3173,ARRADALE              
008300,-29.0692,115.0915,TABLETOP              
008301,-30.7547,116.1303,BARBERTON EAST             
008302,-30.8506,116.7208,WONGAN HILLS NORTH            
008304,-28.9571,114.9492,MOASCAR              
008305,-29.2778,114.9464,PORT DENISON             
008306,-28.0636,115.1903,DARTMOOR SOUTH             
008307,-28.8916,115.4429,COOLANGATTA ALERT             
008308,-28.7996,115.7616,TARDUN HILL             
008309,-29.3049,115.6552,BELLENDAINE              
008310,-29.0291,115.5548,SOUTH HOLMWOOD ALERT            
008313,-28.9852,114.7720,S BEND             
008314,-28.7631,114.5647,GERALDTON PORT AUTHORITY BEACON NO 2         
008315,-28.8047,114.6989,GERALDTON AIRPORT             
008316,-30.3819,115.8464,YALLALIE BASIN             
009000,-32.1247,116.1025,ARALUEN              
009001,-32.1303,116.0053,ARMADALE              
009006,-30.6256,115.7803,CHELSEA              
009007,-31.8622,116.2658,CHIDLOW              
009009,-31.5998,116.1124,LOWER CHITTERING             
009010,-32.1483,116.0761,CHURCHMAN BROOK             
009014,-30.6969,115.5817,DANDARAGAN WEST             
009015,-32.0887,116.1259,KARRAGULLEN NORTH             
009018,-31.3461,115.9031,GINGIN              
009021,-31.9275,115.9764,PERTH AIRPORT             
009023,-32.3342,116.0755,JARRAHDALE              
009024,-31.5608,116.0842,MARBLING              
009025,-31.8691,116.0167,MIDLAND              
009026,-30.8533,115.4456,MIMIGARRA              
009029,-31.5825,115.9658,MUCHEA TREE FARM            
009030,-31.8978,116.1581,MUNDARING              
009031,-31.9564,116.1642,MUNDARING WEIR             
009033,-30.9711,116.2178,NEW NORCIA             
009037,-30.3381,115.5394,BADGINGARRA RESEARCH STN            
009039,-32.3536,116.0050,SERPENTINE              
009040,-31.1428,116.0539,WANNAMAL              
009044,-32.1983,116.0622,WUNGONG DAM             
009046,-30.7742,115.6975,YATHROO              
009053,-31.6669,116.0189,PEARCE RAAF             
009054,-30.6033,115.6428,TAMBREY              
009057,-31.8186,116.0378,HERNE HILL             
009066,-31.7906,116.1976,GIDGEGANNUP              
009091,-31.9889,115.8311,INNER DOLPHIN PYLON            
009105,-31.7317,115.7931,WANNEROO              
009106,-32.0481,115.9844,GOSNELLS CITY             
009111,-32.4389,116.0789,KARNET              
009112,-31.3928,116.0875,BINDOON              
009113,-32.1133,116.0819,ROLEYSTONE              
009114,-31.0160,115.3322,LANCELIN              
009115,-32.4022,116.1039,SERPENTINE MAIN DAM            
009127,-32.0203,115.7692,MOSMAN PARK             
009131,-30.3081,115.0311,JURIEN BAY             
009133,-31.8511,116.2539,LAKE LESCHENAULTIA             
009137,-32.2475,116.0172,CARDUP              
009144,-31.0769,115.5083,BARAMBA              
009147,-31.3292,116.0811,MOOLIABEENEE              
009151,-31.9556,115.7928,SUBIACO TREATMENT PLANT            
009152,-30.5003,115.7119,MAHOMET SPRINGS             
009168,-32.1189,116.1203,KARRAGULLEN              
009169,-30.5006,115.0664,CERVANTES              
009172,-32.1011,115.8794,JANDAKOT AERO             
009177,-31.1216,115.4458,SAN ANGELO             
009178,-31.4628,115.8642,GINGIN AERO             
009179,-30.7994,115.5467,ENEMINGA              
009182,-31.9672,116.0231,MAIDA VALE             
009187,-32.0758,115.8469,MURDOCH              
009192,-32.0533,115.7647,FREMANTLE              
009193,-32.0069,115.5022,ROTTNEST ISLAND             
009199,-29.9486,114.9781,LEEMAN              
009202,-31.8344,116.2197,MOUNT HELENA             
009206,-32.0381,116.1264,PICKERING BROOK             
009207,-32.0208,116.1167,PICKERING BROOK NORTH            
009210,-30.8928,115.5789,LAKE NAMMEN             
009211,-30.2892,115.3203,PINDARITA              
009214,-31.7594,115.7278,OCEAN REEF             
009215,-31.9558,115.7619,SWANBOURNE              
009216,-32.0394,116.0656,VICTORIA DAM             
009219,-30.6919,115.8119,LUPIN VALLEY             
009224,-32.0544,115.7414,FREMANTLE PORT             
009225,-31.9192,115.8728,PERTH METRO             
009240,-32.0072,116.1369,BICKLEY              
009242,-32.3956,115.9744,CLOON              
009243,-31.3350,115.5722,WOODRIDGE ESTATE             
009246,-30.9442,116.4989,LEYTON              
009248,-31.3320,115.9513,MOONDAH BROOK             
009252,-31.7683,116.2475,NOBLE FALLS             
009253,-32.3914,115.8489,HOPELANDS              
009254,-32.1758,115.6808,ARMAMENT JETTY             
009255,-32.2272,115.6994,COLPOYS POINT             
009256,-32.2433,115.6839,GARDEN ISLAND HSF            
009257,-32.1500,115.9486,FORRESTDALE              
009258,-32.2156,115.8758,ANKETELL              
009260,-32.4697,116.2143,MOUNT SOLUS             
009263,-31.8372,115.9502,WHITEMAN PARK             
009264,-31.7078,115.7244,TAMALA PARK (MINDARIE)            
009265,-31.8256,115.7386,HILLARYS BOAT HARBOUR NTC AWS          
009267,-31.7008,116.1847,GIDGEGANNUP NORTH             
009268,-31.4566,116.3701,JULIMAR FOREST             
009269,-31.3397,116.2600,BINDOON ARMY GATE            
009270,-31.3297,116.0813,MOOLIABEENEE TBRG             
009271,-32.1886,116.0564,BUNGENDORE              
009272,-32.3917,115.8670,PERTH RADAR             
009273,-33.2722,115.7167,AUSTRALIND              
009274,-31.2614,116.1260,MINSTON PARK             
009275,-31.5869,115.9694,MUCHEA              
009276,-30.5744,115.2231,NAMBUNG STATION             
009277,-31.4319,116.0856,LAKE CHITTERING             
009278,-33.7394,115.4700,YOONGARILLUP TBRG             
009279,-31.0008,116.2314,CANTERBURY              
